Business ID,Accreditation No.,Business Name,CDE,TDC,PDC,TOTAL,Organization Address,Organization Types,Validity,Status,Region
DS-25-0442848,DS-2025-00001-01,ROAD ONE DRIVING SCHOOL - URDANETA,0,49,112,161,"GUALBERTO BLDG., MCARTHUR HIGHWAY, Poblacion, CITY OF URDANETA, PANGASINAN, 2428",Driving School - Main Office,01/06/2027,Active,Region I
DS-25-0505655,DS-2025-00002-01,U-GO DRIVING ACADEMY,0,86,56,142,"GROUND FLOOR, RC-LC BUILDING 2,SAN PATRICIO CORNER SAN LORENZO STREETS, Zone I (Pob.), VILLASIS, PANGASINAN, 2427",Driving School - Main Office,07/29/2027,Active,Region I
DS-20-0000920,DS-2020-00009-10,SAFETY TECHNICAL INSTITUTE AND DRIVING ACADEMY INC,0,120,88,208,"G/F, BSP BLDG., HAYES ST., Barangay 40 (Pob.), CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/13/2026,Active,Region II
DS-20-0000926,DS-2020-00007-10,ADB DRIVING SCHOOL,40,40,40,120,"NATIONAL HIGHWAY, Kauswagan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/13/2026,Active,Region II
DS-20-0000932,DS-2020-00008-10,EAST QUEST AUTOMOBILE CORP- ODYSSEY DRIVING SCHOOL,40,40,40,120,"3RD FLOOR, SM UPTOWN, Carmen, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,10/09/2026,Active,Region II
DS-20-0000936,DS-2020-00010-10,L AND S DRIVING SCHOOL,40,80,80,200,"NATIONAL HIGHWAY, Kauswagan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/13/2026,Active,Region II
DS-20-0000948,IDS-2020-00011-10,SUNRISE DRIVING SCHOOL,40,80,80,200,"RODOLFO N. PELAEZ BLVD.,, Kauswagan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/07/2026,Active,Region II
DS-20-0000956,DS-2020-00006-10,PRIME DRIVING SCHOOL,40,80,80,200,"2ND FLOOR, VELOX BLD., ZONE-4, TINAO, Agusan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/16/2026,Active,Region II
DS-20-0000959,DS-2020-00013-10,"DATS ACTUAL TECHNICAL TRAINING CENTER, INC.",40,40,40,120,"SBS BLDG., CLARO M. RECTO AVENUE, Barangay 24 (Pob.), CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,06/13/2026,Active,Region II
DS-20-0001004,DS-2020-00030-10,SB DRIVING SCHOOL,40,48,56,200,"ILAYA CORNER EVERLASTING ST VAMENTA BLVD, Carmen, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/13/2026,Active,Region II
DS-20-0001008,DS-2020-00007-02,RBR DRIVING SCHOOL- BAYOMBONG MAIN,40,40,40,120,"-,-, District IV (Pob.), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,05/31/2026,Active,Region II
DS-20-0001034,ES-2020-00013-02,EEM DRIVING SCHOOL,0,84,66,150,"PAN PHIL NATIONAL HIGHWAY,PAN PHIL NATIONAL HIGHWAY, Magassi, CABAGAN, ISABELA, 3328",Driving School - Main Office,05/13/2026,Active,Region II
DS-20-0001037,DS-2020-00012-02,SOUTHERN CAGAYAN VALLEY SCHOOL OF TECHNOLOGY INCORPORATED,0,79,66,145,"NATIONAL HIGHWAY,NATIONAL HIGHWAY, Banganan, ARITAO, NUEVA VIZCAYA, 3704",Driving School - Main Office,05/28/2026,Active,Region II
DS-20-0001038,DS-2020-00018-02,KMA DRIVING SCHOOL,40,40,40,120,"PAN-PHIL HIGHWAY,PAN-PHIL HIGHWAY, Magassi, CABAGAN, ISABELA, 3328",Driving School - Main Office,05/10/2026,Active,Region II
DS-20-0001040,DS-2020-00011-02,"BALASI-SECRETARIO TRAINING CENTER, INC.",40,80,80,200,"ARATAL ST., Quirino, SOLANO, NUEVA VIZCAYA, 3709",Driving School - Main Office,06/04/2026,Active,Region II
DS-20-0001050,DS-2020-00029-02,RBG DRIVING SCHOOL,0,84,120,204,"NATIONAL HIGHWAY,NATIONAL HIGHWAY, Victoria, ALICIA, ISABELA, 3306",Driving School - Main Office,06/24/2026,Active,Region II
DS-20-0001054,DS-2020-00034-02,RBR DRIVING SCHOOL ARITAO BRANCH,40,80,80,200,"PUROK MIRASOL, Banganan, ARITAO, NUEVA VIZCAYA, 3704",Driving School - Main Office,06/21/2026,Active,Region II
DS-20-0001055,R02-20-000586,PREMIUM SMS DRIVING SCHOOL,0,48,56,104,"PUROK 1,PUROK 1, Ramos East, SAN ISIDRO, ISABELA, 3310",Driving School - Main Office,09/02/2021,Expired,Region II
DS-20-0001056,DS-2020-00033-02,MIZRACH DRIVING SCHOOL,40,40,40,120,"NATIONAL HIGHWAY,NATIONAL HIGHWAY, Ramos East, SAN ISIDRO, ISABELA, 3310",Driving School - Main Office,06/27/2026,Active,Region II
DS-20-0001058,DS-2020-00008-02,RBR DRIVING SCHOOL - SAN ISIDRO,40,40,40,120,"NATIONAL HIGHWAY,NATIONAL HIGHWAY, Ramos East, SAN ISIDRO, ISABELA, 3310",Driving School - Main Office,05/31/2026,Active,Region II
DS-20-0001060,DS-2020-00035-2,MIZRACH DRIVING SCHOOL -  SANTIAGO CITY,40,40,40,120,"P-6 FOURLANES, Villasis, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,06/27/2026,Active,Region II
DS-20-0001062,DS-2020-00028-02,RBR DRIVING SCHOOL - CABARROGUIS,40,80,80,200,"TERESITA BOULEVARD,TERESITA BOULEVARD, Gundaway (Pob.), CABARROGUIS (Capital), QUIRINO, 3400",Driving School - Main Office,06/21/2026,Active,Region II
DS-20-0001068,DS-220-00023-02,NORTHERN LUZON TECHNICAL INSTITUTE INC.,0,48,56,104,"NATIONAL RD, District IV (Pob.), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,10/13/2020,Expired,Region II
DS-20-0001546,A-2020-00000024,"OUR LADY OF PEACE AND GOOD VOYAGE INSTITUTE OF TECHNOLOGY, INC.",40,40,40,120,"LB PEREZ, Don Tomas Maddela Pob. (District II), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,10/13/2020,Expired,Region II
DS-20-0001557,DS-2020-00049-02,MIZRACH DRIVING SCHOOL-CABARROGUIS,40,48,56,200,"PUROK 7,PUROK 7, Zamora, CABARROGUIS (Capital), QUIRINO, 3400",Driving School - Main Office,08/15/2026,Active,Region II
DS-20-0002500,R02-20-000807,S2 DRIVING TUTORIAL-CABARROGUIS,40,48,56,200,"PUROK 1,NATIONAL HIGHWAY, Gundaway (Pob.), CABARROGUIS (Capital), QUIRINO, 3400",Driving School - Main Office,07/17/2026,Active,Region II
DS-20-0003108,DS-2020-00018-04,RADZ DRIVING SCHOOL,40,48,56,104,"QUIRINO HIGHWAY,QUIRINO HIGHWAY BRGY MUNTING PARANG TAGKAWAYAN QUEZON, Munting Parang, TAGKAWAYAN, QUEZON, 4321",Driving School - Main Office,05/09/2026,Active,Region II
DS-20-0004241,DS-2020-00027-02,LS MALLARI DRIVING SCHOOL,0,48,56,104,"LOWER MAGAPIT, Magapit, LAL-LO, CAGAYAN, 3509",Driving School - Main Office,10/13/2020,Expired,Region II
DS-20-0004301,DS-2020-00040-10,SUNSHINE DRIVING SCHOOL,40,80,80,200,"ZONE 1, Bulua, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,08/21/2026,Active,Region II
DS-20-0004338,DS-2020-00056-12,SCMCST DRIVING SCHOOL,40,80,80,200,"PUROK ROSAL, New Isabela, CITY OF TACURONG, SULTAN KUDARAT, 9800",Driving School - Main Office,07/01/2026,Active,Region II
DS-20-0004361,R02-20-001081,M-ONE DRIVING SCHOOL,0,48,56,104,"RIZAL AVE., District II (Pob.), CITY OF CAUAYAN, ISABELA, 3305",Driving School - Main Office,10/13/2020,Expired,Region II
DS-20-0004474,R02-20-001141,PREMIUM SMS DRIVING SCHOOL - LUNA BRANCH,0,48,56,104,"N/A,N/A, Bustamante, LUNA, ISABELA, 3304",Driving School - Main Office,12/17/2020,Expired,Region II
DS-21-0006357,DS-2020-00044-02,NUESA DRIVING SCHOOL,0,48,56,104,"-,PUROK 7, OsmeÃ±a (Sinippil), ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,09/09/2022,Expired,Region II
DS-21-0006399,DS-2020-00014-02,RBR DRIVING SCHOOL ILAGAN,40,80,80,200,"PUROK 3,PUROK 3, Baligatan, ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,05/31/2026,Active,Region II
DS-21-0006435,DS-2024-00006-09,BASILAN DRIVING SCHOOL,40,80,80,200,"VALDEROSA ST.,VALDEROSA ST., La Piedad (Pob.), CITY OF ISABELA, BASILAN, 7300",Driving School - Main Office,10/22/2026,Active,Region II
DS-21-0006444,DS-2020-00028-09,HHH TECHNICAL AND DRIVING INSTITUTE INC.,40,80,80,200,"ALANO STREET,ALANO STREET, Dona Ramona T. Alano (Isabela Westsite), CITY OF ISABELA, BASILAN, 7300",Driving School - Main Office,10/17/2023,Expired,Region II
DS-21-0006585,DS-2020-00038-02,5B DRIVING SCHOOL,40,80,80,200,"-,PUROK 5, OsmeÃ±a (Sinippil), ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,08/13/2026,Active,Region II
DS-21-0006587,DS-2021-00002-02,Z4 DRIVING SCHOOL,40,80,80,200,"NATIONAL HIGHWAY, Lakambini, TUAO, CAGAYAN, 3528",Driving School - Main Office,03/15/2026,Expired,Region II
DS-21-0006702,DS-2020-00036-02,KING-C DRIVING SCHOOL,40,40,40,120,"SAN GASPAR, Villa Rey (San Gaspar*), PIAT, CAGAYAN, 3527",Driving School - Main Office,07/22/2026,Active,Region II
DS-21-0006713,DS-2020-00060-02,NUESA DRIVING SCHOOL LINGALING TUMAUINI ISABELA BRANCH,40,80,80,200,"116 MANALO ST.,116 MANALO ST., Lingaling, TUMAUINI, ISABELA, 3325",Driving School - Main Office,01/09/2027,Active,Region II
DS-21-0007178,DS-2021-00001-02,VIZCAYA TECHVOC INC,40,40,40,120,"CAVADECO BLDG.,P4, Bonfal West, BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,03/15/2026,Expired,Region II
DS-21-0007437,DS-2020-00047-02,AI DRIVING SCHOOL CAUAYAN BRANCH,40,80,80,200,"NS, Cabaruan, CITY OF CAUAYAN, ISABELA, 3305",Driving School - Main Office,09/16/2026,Active,Region II
DS-21-0007449,DS-2020-00046-02,THIRD GATE DRIVING SCHOOL ILAGAN,40,80,80,200,"MAHARLIKA HIGHWAY CORNER SIGNGSON STREET, Calamagui 2nd, ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,08/08/2026,Active,Region II
DS-21-0007461,DS-2020-00009-02,RBR DRIVING SCHOOL CAUAYAN BRANCH,40,40,40,120,"NA, Cabaruan, CITY OF CAUAYAN, ISABELA, 3305",Driving School - Main Office,05/31/2026,Active,Region II
DS-21-0008371,DS-2020-00032-02,S2 DRIVING TUTORIAL,40,80,80,200,"OSMEÑA, Baligatan, ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,07/17/2026,Active,Region II
DS-21-0010626,DS-2020-00031-02,RBR DRIVING SCHOOL- APARRI BRANCH,40,40,40,120,"-,MAGSAYSAY ST, Minanga, APARRI, CAGAYAN, 3515",Driving School - Main Office,05/31/2026,Active,Region II
DS-21-0011576,DS-2024-00005-04B,ANNAFRED DRIVING SCHOOL,40,80,80,160,"2ND FLOOR LA SIENE SQUARE NO 0780 QUIRINO STREET, Barangay 6 (Pob.), SAN JOSE, OCCIDENTAL MINDORO, 5100",Driving School - Main Office,10/08/2026,Active,Region II
DS-21-0011734,R00-21-002284,ISABELA SCHOOL OF ARTS AND TRADES,40,80,80,200,"-, Calamagui 2nd, ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,08/01/2024,Expired,Region II
DS-21-0011735,R00-21-002285,TESDA - LASAM INSTITUTE OF TECHNOLOGY,40,80,80,200,"-, Nabannagan West, LASAM, CAGAYAN, 3524",Driving School - Main Office,07/19/2025,Expired,Region II
DS-21-0011737,R00-21-002249,PROVINCIAL TRAINING CENTER - CAGAYAN,40,80,80,200,"-, Centro Sur (Pob.), GATTARAN, CAGAYAN, 3508",Driving School - Main Office,07/21/2024,Expired,Region II
DS-21-0011740,R00-21-002286,PROVINCIAL TRAINING CENTER - QUIRINO,40,80,80,200,"-, Palacian, AGLIPAY, QUIRINO, 3403",Driving School - Main Office,05/09/2025,Expired,Region II
DS-21-0011794,R00-21-002293,TESDA - CAGAYAN DE ORO BUGO SCHOOL OF ARTS AND TRADES (COBSAT),40,80,80,200,"REYES VILLAGE, Bugo, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,04/04/2026,Expired,Region II
DS-21-0012204,R00-21-002344,NUEVA VIZCAYA POLYTECHNIC INSTITUTE,0,48,56,104,"-, Pudi, KASIBU, NUEVA VIZCAYA, 3703",Driving School - Main Office,07/29/2023,Expired,Region II
DS-21-0012221,R00-21-002363,TESDA REGIONAL TRAINING CENTER 2,40,80,80,200,"-, Carig, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,08/03/2024,Expired,Region II
DS-21-0012246,R00-21-002347,SOUTHERN ISABELA COLLEGE OF ARTS AND TRADES,40,80,80,200,"PROVINCIAL ROAD, Calaocan, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,06/04/2025,Expired,Region II
DS-21-0012247,R00-21-002348,APARRI POLYTECHNIC INSTITUTE,40,80,80,200,"RIZAL ST., Maura, APARRI, CAGAYAN, 3515",Driving School - Main Office,03/27/2025,Expired,Region II
DS-21-0012248,R00-21-002349,TESDA PROVINCIAL OFFICE - QUIRINO,40,80,80,200,"-, San Marcos, CABARROGUIS (Capital), QUIRINO, 3400",Driving School - Main Office,08/01/2024,Expired,Region II
DS-21-0012482,R00-21-002383,TESDA PROVINCIAL TRAINING CENTER -  NUEVA VIZCAYA,0,48,56,104,"BASA STREET, Don Domingo Maddela Pob. (District I), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,09/07/2024,Expired,Region II
DS-21-0013155,R00-21-002462,TESDA REGIONAL TRAINING CENTER - TUGUEGARAO,0,48,56,104,"-, Carig, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,08/13/2023,Expired,Region II
DS-21-0026711,DS-2020-00056-02,ZDD DRIVING SCHOOL,40,48,56,200,"GOMEZ, Centro I (Pob.), SANCHEZ-MIRA, CAGAYAN, 3518",Driving School - Main Office,10/14/2026,Active,Region II
DS-21-0027271,DS-2020-00041-02,ZDD DRIVING SCHOOL,40,48,56,200,"-, Libertad, ABULUG, CAGAYAN, 3517",Driving School - Main Office,07/23/2026,Active,Region II
DS-21-0027667,-,ARTIYA DRIVING SCHOOL,0,48,56,104,"CABARITAN WEST BALLESTEROS CAGAYAN 3516,CABARITAN WEST BALLESTEROS CAGAYAN 3516, Cabaritan West, BALLESTEROS, CAGAYAN, 3516",Driving School - Main Office,,Pending,Region II
DS-21-0030816,-,ALEXI DRIVING SCHOOL,0,48,56,104,"2ND FLOOR LEOPE HOTEL BLDG, #833 CM RECTO AVENUE, BARANGAY 25, CAGAYAN DE ORO CITY, Barangay 25 (Pob.), CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,,Pending,Region II
DS-21-0031556,R02-21-002975,MAC-VIN DRIVING SCHOOL,0,48,56,104,"ST. STEPHEN, Ugac Sur, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,07/13/2021,Expired,Region II
DS-21-0031669,-,ARTIYA DRIVING SCHOOL,0,48,56,104,"1025 RIZAL STREET, Cabaritan West, BALLESTEROS, CAGAYAN, 3516",Driving School - Main Office,,Pending,Region II
DS-21-0032345,R00-21-003185,PROVINCIAL TRAINING CENTER (PTC)- CAGAYAN DE ORO,40,80,80,200,"-, Macasandig, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,02/23/2026,Expired,Region II
DS-21-0032974,-,RG DRIVING SCHOOL,0,48,56,104,"NATIONAL HI-WAY, Bulala, CAMALANIUGAN, CAGAYAN, 3510",Driving School - Main Office,,Pending,Region II
DS-21-0033806,-,SMILE DRIVING SCHOOL APARRI,0,48,56,104,"MINANGA APARRI CAGAYAN,MINANGA APARRI CAGAYAN, Minanga, APARRI, CAGAYAN, 3515",Driving School - Main Office,,Pending,Region II
DS-21-0033927,R00-21-003327,PROVINCIAL TRAINING CENTER (PTC) - INABANGA,40,80,80,200,"-,-, Cagayan, INABANGA, BOHOL, 6332",Driving School - Main Office,12/16/2023,Expired,Region II
DS-21-0034465,-,BASILAN DRIVING SCHOOL,0,48,56,104,"FJH BLDG VALDEROSA ST. LA PIEDAD, ISABELA CITY BASILAN,FJH BLDG VALDEROSA ST. LA PIEDAD, ISABELA CITY BASILAN, La Piedad (Pob.), CITY OF ISABELA, BASILAN, 7300",Driving School - Main Office,,Pending,Region II
DS-21-0034657,-,MBA DRIVING SCHOOL,0,48,56,104,"SINSAYON, SANTIAGO CITY,SINSAYON, SANTIAGO CITY, Sinsayon, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,,Pending,Region II
DS-21-0034754,-,OUR LADY OF PEACE DRIVING SCHOOL,0,48,56,104,"FLORJO BUILDING,NATIONAL ROAD, Don Tomas Maddela Pob. (District II), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,,Pending,Region II
DS-22-0034833,-,"1 AND ALL TECHNNICAL SCHOOL, INC.",0,48,56,104,"VAMENTA BLVD., CARMEN, CAGAYAN DE ORO CITY, Carmen, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,,Pending,Region II
DS-22-0035048,-,MONA DRIVING SCHOOL CDO,0,48,56,104,"2ND FLR. HANNAH SHANGRILA BLDG. ZONE 7B, Iponan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,,Pending,Region II
DS-22-0036484,DS-2021-00005-02,ANGELS ROADSMART DRIVING SCHOOL,40,80,80,200,"STA MARIA ST, Ihubok I (Kaychanarianan), BASCO (Capital), BATANES, 3900",Driving School - Main Office,05/19/2026,Active,Region II
DS-22-0036812,DS-2020-00017-02,"OUR LADY OF  PEACE & GOOD VOYAGE INSTITUTE OF TECHNOLOGY, INC.",40,48,56,200,"-, Don Tomas Maddela Pob. (District II), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,06/07/2026,Active,Region II
DS-22-0036813,DS-2020-00051-02,EASY DRIVING DRIVING SCHOOL,40,40,40,120,"-, Centro East (Pob.), ALLACAPAN, CAGAYAN, 3523",Driving School - Main Office,10/01/2026,Active,Region II
DS-22-0036818,DS-2020-00039-10,MONA DRIVING SCHOOL- CDO,40,80,80,200,"ZONE 1B IPONAN ROAD, Iponan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,08/19/2026,Active,Region II
DS-22-0036822,DS-2020-00043-02,ARTIYA DRIVING SCHOOL - BALLESTEROS,40,80,80,200,"RIZAL ST, Cabaritan West, BALLESTEROS, CAGAYAN, 3516",Driving School - Main Office,08/09/2026,Active,Region II
DS-22-0036828,DS-2020-00059-02,MBA DRIVING SCHOOL,40,80,80,200,"BYPASS ROAD, Buenavista, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,03/15/2026,Expired,Region II
DS-22-0036994,-,GIL DRIVING INSTITUTE,0,48,56,104,"NATIONAL HIGHWAY, POBLACION, ARITAO, NUEVA VIZCAYA, Poblacion, ARITAO, NUEVA VIZCAYA, 3704",Driving School - Main Office,,Pending,Region II
DS-22-0037146,DS-2021-00005-10,MANUEVER DRIVING ACADEMY CDO,40,80,80,200,"CM RECTO AVENUE, Barangay 26 (Pob.), CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,02/24/2027,Active,Region II
DS-22-0037385,-,MTR DRIVING SCHOOL,0,48,56,104,"BYPASS ROAD, Ambalatungan, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,,Pending,Region II
DS-22-0038395,-,BASILAN DRIVING SCHOOL,0,48,56,104,"FJH BUILDING ,VALDEROSA ST., La Piedad (Pob.), CITY OF ISABELA, BASILAN, 7300",Driving School - Main Office,,Pending,Region II
DS-22-0040466,-,SABADO SMALL POULTRY,0,48,56,104,"PUROK 4 MANUEL STREET,GAYONG CORDON ISABELA, Gayong, CORDON, ISABELA, 3312",Driving School - Main Office,,Pending,Region II
DS-22-0042054,R00-22-003622,TESDA PROVINCIAL TRAINING CENTER - ISABELA,40,80,80,200,"-,-, Calamagui 2nd, ILAGAN CITY (Capital), ISABELA, 3300",Driving School - Main Office,01/19/2025,Expired,Region II
DS-22-0044136,-,STUDENT,0,48,56,104,"ARINGAY, Aringay, SAN GUILLERMO, ISABELA, 3308",Driving School - Main Office,,Pending,Region II
DS-22-0065635,DS-2020-00054-02,BOSS DRIVING SCHOOL,40,80,80,200,"-, San Antonio, ROXAS, ISABELA, 3320",Driving School - Main Office,09/16/2026,Active,Region II
DS-22-0065637,DS-2020-00025-02,THIRD GATE DRIVING SCHOOL - ROXAS,0,142,60,202,"NATIONAL HIGHWAY, San Antonio, ROXAS, ISABELA, 3320",Driving School - Main Office,06/04/2026,Active,Region II
DS-22-0065665,R02-22-003983,S2 DRIVING TUTORIAL - ROXAS(DOUBLE ENTRY),0,48,56,104,"-, San Rafael, ROXAS, ISABELA, 3320",Driving School - Main Office,05/02/2023,Expired,Region II
DS-22-0066499,-,PRIME DRIVING SCHOOL INC,0,48,56,104,"ZONE 4 TIN-AO ,2ND FLOOR VELOX BUILDING, Agusan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,,Pending,Region II
DS-23-0250304,DS-2020-00055-02,TAMARAW DRIVING SCHOOL,0,160,114,274,"-,MAHARLIKA HIGHWAY, Centro Norte (Pob.), GATTARAN, CAGAYAN, 3508",Driving School - Main Office,10/01/2026,Active,Region II
DS-23-0250309,DS-2020-00045-02,SMILE DRIVING SCHOOL - ABULUG,0,110,66,176,"#2 MAHARLIKA HIGHWAY, Libertad, ABULUG, CAGAYAN, 3517",Driving School - Main Office,08/08/2026,Active,Region II
DS-23-0250319,DS-2020-00011-10,SUNRISE DRIVING SCHOOL,112,112,40,264,"LICEO ARCADE, R.N PELAEZ BLVD, Kauswagan, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/01/2024,Expired,Region II
DS-23-0250445,DS-20-00039-10,MONA DRIVING SCHOOL-CDEO,40,80,80,200,"ZONE 1B, Bulua, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,,Pending,Region II
DS-23-0250453,DS-2020-00023-02,EXALTA POLYTECHNIC INSTITUTE INC,40,80,80,200,"DEL PILAR STREET, District IV (Pob.), BAYOMBONG (Capital), NUEVA VIZCAYA, 3700",Driving School - Main Office,07/02/2024,Expired,Region II
DS-23-0250471,DS-2020-00016-101,TL MABUHAY DRIVING LESSON ACADEMY INC.,40,80,80,200,"NATIONAL ROAD, Bulua, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/16/2026,Active,Region II
DS-23-0250477,DS-2020-00012-10,1 AND ALL TECHNICAL SCHOOL INC.,0,56,58,104,"VAMENTA BLVD, Carmen, CAGAYAN DE ORO CITY (Capital), MISAMIS ORIENTAL, 9000",Driving School - Main Office,05/15/2024,Expired,Region II
DS-23-0250559,DS-2020-00058-02,SMILE DRIVING SCHOOL-APARRI-HEAVY,40,80,80,200,"-,-, Minanga, APARRI, CAGAYAN, 3515",Driving School - Main Office,10/01/2026,Active,Region II
DS-23-0250577,DS-2020-00053-02,SMILE DRIVING SCHOOL APARRI-LIGHT,0,120,66,186,"-,-, Minanga, APARRI, CAGAYAN, 3515",Driving School - Main Office,10/01/2026,Active,Region II
DS-23-0250598,DS-2021-00008-02,MIZRACH DRIVING SCHOOL,40,40,40,120,"TERAMINAL ROAD, Cabaruan, CITY OF CAUAYAN, ISABELA, 3305",Driving School - Main Office,09/20/2023,Expired,Region II
DS-23-0250611,DS-2020-0020-02,MAC VIN'S APPROVED DRIVING SCHOOL,40,40,40,120,"-,ST STEPHEN ST, Ugac Sur, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,06/10/2026,Active,Region II
DS-23-0250642,DS-2021-00004-02,RELIANCE AND EFFICIENCY DRIVING SCHOOL,40,80,80,200,"SAN MANUEL ST., Centro, AMULUNG, CAGAYAN, 3505",Driving School - Main Office,02/15/2025,Expired,Region II
DS-23-0250650,DS-2020-00005-02,8 LANES DRIVING SCHOOL,0,81,66,147,"-,DIVERSION RD, San Gabriel, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,05/28/2026,Active,Region II
DS-23-0250673,DS-2020-00003-02,"WORLDSTAR COLLEGE OF SCIENCE AND TECHNOLOGY, INC.",40,48,56,200,"ALLIANCE BLDG. NATL HWAY,-, Bantug (Pob.), ROXAS, ISABELA, 3320",Driving School - Main Office,05/28/2026,Active,Region II
DS-23-0250694,DS-2020-00010-02,RBR DRIVING SCHOOL SANTIAGO,40,70,70,140,"PUROK 2, Ambalatungan, CITY OF SANTIAGO, ISABELA, 3311",Driving School - Main Office,08/31/2024,Expired,Region II
DS-23-0250719,DS-2020-00004-02,RBR DRIVING SCHOOL TUGUEGARAO,0,86,56,142,"RAJAH SOLIMAN, San Gabriel, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,05/28/2026,Active,Region II
DS-23-0250723,DS-2020-00048-02,AI DRIVING SCHOOL CABARROGUIS,40,80,80,200,"--,-, Gundaway (Pob.), CABARROGUIS (Capital), QUIRINO, 3400",Driving School - Main Office,09/18/2026,Active,Region II
DS-23-0250730,DS-2020-00037-02,RBR DRIVING SCHOOL SAN ISIDRO HEAVY,40,80,80,200,"PUROK 1, Ramos East, SAN ISIDRO, ISABELA, 3310",Driving School - Main Office,08/09/2026,Active,Region II
DS-23-0250739,DS-2022-00001-02,FB TRAINING CENTER CO,40,80,80,200,"-,-, Magassi, CABAGAN, ISABELA, 3328",Driving School - Main Office,03/01/2026,Expired,Region II
DS-23-0250760,DS-2020-00021-02,LS MALLARI DRIVING SCHOOL,40,80,80,200,"NTA BUILDING,BAGAY ROAD, San Gabriel, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,06/03/2026,Active,Region II
DS-23-0250764,DS-2020-00026-02,TRIPLE H DRIVING SCHOOL TUGUEGARAO,0,72,40,112,"SOLIMAN ST, San Gabriel, TUGUEGARAO CITY (Capital), CAGAYAN, 3500",Driving School - Main Office,06/18/2026,Active,Region II
DS-23-0250766,DS-2021-00007-02,RBR DRIVING SCHOOL ARITAO- HEAVY,40,40,40,120,"-,-, Banganan, ARITAO, NUEVA VIZCAYA, 3704",Driving School - Main Office,07/21/2024,Expired,Region II
